                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     89,                0.84514,                0.25128,                0.30301,                0.54602,                 1.1112,                0.99581,                      1,                  0.995,                0.83815,                0.97083,                  0.975,                0.96027,                0.95291,                0.71443,                0.28385,                0.14234,                0.40449,                 1.0513,              0.0005645,              0.0005645,              0.0005645
                     90,                0.84739,                0.25189,                0.30274,                0.53833,                 1.0903,                0.99839,                      1,                  0.995,                0.83194,                0.97343,                  0.975,                0.95437,                0.94004,                0.75119,                0.27023,                0.13183,                0.39978,                 1.0663,               0.000548,               0.000548,               0.000548
                     91,                0.86877,                0.24637,                0.32441,                0.54246,                 1.1039,                0.99834,                      1,                  0.995,                0.83987,                0.97338,                  0.975,                0.95532,                0.94604,                0.74553,                0.25804,                0.13481,                0.39506,                 1.0609,              0.0005315,              0.0005315,              0.0005315
                     92,                0.84688,                0.21615,                0.29661,                0.54276,                 1.0936,                0.99832,                      1,                  0.995,                0.85305,                0.97336,                  0.975,                0.95547,                0.94623,                0.73679,                0.24937,                0.12965,                0.40091,                 1.0554,               0.000515,               0.000515,               0.000515
                     93,                0.81847,                0.22942,                0.31478,                0.53312,                 1.1266,                0.99821,                      1,                  0.995,                0.85109,                0.97321,                  0.975,                0.95579,                0.94493,                0.71901,                0.24264,                0.13015,                0.39793,                   1.05,              0.0004985,              0.0004985,              0.0004985
                     94,                0.85157,                0.23455,                0.31565,                0.54931,                 1.1068,                0.99813,                      1,                  0.995,                0.85633,                0.97313,                  0.975,                0.95571,                0.94963,                0.69347,                0.23945,                0.12792,                0.38528,                 1.0418,               0.000482,               0.000482,               0.000482
                     95,                0.79436,                0.18776,                0.28962,                0.49332,                 1.0818,                0.99814,                      1,                  0.995,                0.85142,                0.97319,                  0.975,                0.95634,                0.95038,                0.68612,                0.22713,                0.12623,                0.38375,                 1.0448,              0.0004655,              0.0004655,              0.0004655
                     96,                0.84307,                0.20218,                0.30084,                0.54656,                 1.1138,                0.99808,                      1,                  0.995,                0.85227,                0.97313,                  0.975,                0.95612,                0.94989,                0.68516,                0.21953,                0.12184,                0.38016,                 1.0435,               0.000449,               0.000449,               0.000449
                     97,                0.82042,                 0.1939,                 0.2923,                0.50892,                 1.0733,                0.99808,                      1,                  0.995,                0.86063,                0.97308,                  0.975,                0.95621,                0.95167,                0.67265,                0.21722,                0.11328,                0.37513,                 1.0344,              0.0004325,              0.0004325,              0.0004325
                     98,                0.75116,                0.15332,                0.27692,                0.48869,                  1.077,                0.99837,                      1,                  0.995,                0.86278,                0.97341,                  0.975,                0.95612,                0.95612,                0.66005,                0.23373,                 0.1123,                 0.3667,                 1.0237,               0.000416,               0.000416,               0.000416
                     99,                0.84394,                0.24013,                0.28585,                0.53134,                 1.1138,                0.99839,                      1,                  0.995,                0.85952,                 0.9734,                  0.975,                  0.956,                  0.956,                0.64777,                 0.2286,                0.10651,                0.36411,                  1.016,              0.0003995,              0.0003995,              0.0003995
                    100,                0.83146,                0.22464,                 0.3019,                0.53653,                 1.1004,                0.99838,                      1,                  0.995,                0.86054,                0.97342,                  0.975,                0.95593,                0.95593,                 0.6392,                0.23032,                0.10455,                0.36503,                 1.0096,               0.000383,               0.000383,               0.000383
                    101,                0.84026,                0.21851,                0.25168,                0.50997,                 1.1297,                0.99777,                      1,                  0.995,                0.85664,                0.97277,                  0.975,                0.96067,                0.96067,                0.64885,                0.23136,                0.10607,                0.35521,                 1.0107,              0.0003665,              0.0003665,              0.0003665
                    102,                0.81623,                0.27038,                0.27793,                0.51998,                  1.103,                0.99847,                      1,                  0.995,                0.86507,                 0.9735,                  0.975,                0.96342,                0.96342,                0.65531,                0.22967,                0.10308,                0.35489,                 1.0094,                0.00035,                0.00035,                0.00035
                    103,                 0.8202,                0.18556,                 0.2571,                0.50959,                 1.1048,                0.99765,                      1,                  0.995,                0.87144,                0.97271,                  0.975,                0.96409,                0.96409,                0.65848,                0.22478,                  0.101,                0.35671,                 1.0078,              0.0003335,              0.0003335,              0.0003335
                    104,                 0.8205,                0.24958,                0.28033,                0.50483,                 1.0896,                0.99766,                      1,                  0.995,                0.87123,                0.97271,                  0.975,                0.96334,                0.96334,                0.66419,                0.21931,                0.10025,                0.35579,                 1.0086,               0.000317,               0.000317,               0.000317
                    105,                0.78868,                0.24524,                0.25088,                0.49694,                 1.0655,                0.99851,                      1,                  0.995,                0.85933,                0.97352,                  0.975,                0.96543,                0.96543,                0.67827,                0.21373,                0.10269,                0.35655,                 1.0126,              0.0003005,              0.0003005,              0.0003005
                    106,                0.79308,                0.20535,                0.24055,                0.49572,                  1.066,                0.99848,                      1,                  0.995,                0.85934,                0.97349,                  0.975,                0.96886,                0.96886,                0.68691,                0.19681,                0.09866,                0.35582,                 1.0145,               0.000284,               0.000284,               0.000284
                    107,                0.80595,                0.20644,                0.27911,                0.53415,                 1.0923,                0.99845,                      1,                  0.995,                0.86176,                0.97349,                  0.975,                0.96946,                0.96946,                 0.6799,                0.19642,                0.09313,                0.35315,                 1.0109,              0.0002675,              0.0002675,              0.0002675
                    108,                0.79444,                0.20565,                0.25934,                0.48135,                 1.0961,                0.99845,                      1,                  0.995,                0.86333,                0.97346,                  0.975,                0.96968,                0.96968,                0.67282,                0.19365,                0.09084,                0.35036,                 1.0062,               0.000251,               0.000251,               0.000251
                    109,                 0.7542,                 0.2429,                0.26031,                0.46733,                 1.0354,                0.99842,                      1,                  0.995,                0.86851,                0.97345,                  0.975,                0.97017,                0.97017,                0.65822,                0.18952,                 0.0886,                0.34251,                0.99833,              0.0002345,              0.0002345,              0.0002345
                    110,                0.77472,                 0.2932,                0.27574,                0.49392,                 1.0741,                0.99839,                      1,                  0.995,                0.86693,                0.97343,                  0.975,                 0.9683,                 0.9683,                0.64171,                0.18228,                0.09012,                0.32783,                0.99168,               0.000218,               0.000218,               0.000218
                    111,                0.67021,                0.18969,                0.22127,                 0.3969,                 1.0858,                0.99835,                      1,                  0.995,                  0.866,                0.97339,                  0.975,                0.96767,                0.96767,                0.62895,                0.18088,                0.10022,                0.32151,                0.98596,              0.0002015,              0.0002015,              0.0002015
                    112,                0.67721,                0.20175,                 0.2118,                0.39312,                 1.0811,                0.99835,                      1,                  0.995,                0.86581,                0.97339,                  0.975,                0.96669,                0.96669,                0.62135,                0.18104,                0.10963,                0.31976,                0.98243,               0.000185,               0.000185,               0.000185
                    113,                0.66445,                0.23292,                0.22254,                0.40179,                 1.0875,                0.99838,                      1,                  0.995,                0.86335,                0.97342,                  0.975,                0.96749,                0.96749,                0.62246,                0.18111,                0.11527,                0.31831,                0.98202,              0.0001685,              0.0001685,              0.0001685
                    114,                0.64635,                0.19266,                0.20726,                0.37403,                 1.0366,                 0.9984,                      1,                  0.995,                0.85838,                0.97344,                  0.975,                0.96562,                0.96562,                0.64363,                0.18341,                0.12959,                0.33604,                0.99283,               0.000152,               0.000152,               0.000152
                    115,                0.66406,                0.20093,                0.19917,                0.38534,                 1.0782,                0.99842,                      1,                  0.995,                0.84958,                0.97343,                  0.975,                0.96496,                0.96496,                0.65512,                 0.1889,                0.13295,                0.34411,                0.99988,              0.0001355,              0.0001355,              0.0001355
                    116,                0.64271,                0.15405,                0.19644,                0.37605,                 1.0258,                0.99845,                      1,                  0.995,                0.84609,                0.97345,                  0.975,                0.96457,                0.96457,                0.65825,                0.18813,                0.13129,                 0.3431,                 1.0023,               0.000119,               0.000119,               0.000119
                    117,                0.64251,                0.16933,                 0.2022,                0.38151,                 1.0756,                0.99846,                      1,                  0.995,                0.84416,                0.97347,                  0.975,                0.96304,                0.96304,                0.65886,                0.18795,                0.12829,                0.33998,                 1.0033,              0.0001025,              0.0001025,              0.0001025
                    118,                 0.6585,                0.17363,                0.20586,                0.38994,                 1.0569,                0.99844,                      1,                  0.995,                0.85574,                0.97348,                  0.975,                0.95879,                0.95879,                0.64657,                0.18099,                0.12857,                0.33219,                0.99865,                8.6e-05,                8.6e-05,                8.6e-05
                    119,                0.62405,                0.13725,                0.19694,                0.36578,                 1.0378,                0.99845,                      1,                  0.995,                 0.8694,                0.97346,                  0.975,                0.95757,                0.95757,                 0.6367,                0.18014,                 0.1284,                0.33437,                0.99347,               6.95e-05,               6.95e-05,               6.95e-05
                    120,                 0.6266,                0.17577,                0.20235,                0.36806,                 1.0209,                0.99845,                      1,                  0.995,                0.86966,                0.97346,                  0.975,                 0.9555,                 0.9555,                0.62934,                0.18034,                0.12541,                0.33274,                0.98956,                5.3e-05,                5.3e-05,                5.3e-05
