                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     90,                0.76404,                0.17749,                0.14027,                0.46694,                 1.0681,                0.99164,                      1,                  0.995,                0.82151,                0.95016,                0.95833,                0.95574,                0.93953,                0.71715,                0.39689,                0.04244,                0.34498,                 1.0387,               0.000548,               0.000548,               0.000548
                     91,                0.77706,                0.17534,                0.13264,                 0.4587,                 1.0692,                0.99166,                 0.9907,                0.99458,                0.83702,                0.94998,                0.94953,                0.95786,                0.93463,                0.70086,                0.44332,                0.04981,                0.35401,                 1.0231,              0.0005315,              0.0005315,              0.0005315
                     92,                  0.739,                0.13995,                0.11763,                0.44938,                 1.0626,                0.99008,                0.98333,                0.99408,                0.84528,                0.94789,                0.94167,                0.95563,                0.93464,                0.69408,                0.41967,                0.03559,                0.33884,                 1.0188,               0.000515,               0.000515,               0.000515
                     93,                0.77804,                0.15169,                0.13853,                0.46733,                 1.0845,                0.98749,                0.99167,                0.99392,                0.83951,                 0.9542,                0.95833,                0.96147,                0.94692,                0.68739,                0.36816,                0.01849,                0.35354,                 1.0176,              0.0004985,              0.0004985,              0.0004985
                     94,                0.73106,                0.16497,                0.12717,                0.43991,                 1.0652,                0.98858,                0.99167,                0.99342,                 0.8495,                0.96366,                0.96667,                0.96198,                0.94794,                0.67297,                0.34933,                 0.0199,                0.35551,                 1.0108,               0.000482,               0.000482,               0.000482
                     95,                0.74436,                 0.1505,                0.12025,                 0.4355,                 1.0673,                0.98845,                0.99167,                0.99308,                0.84002,                0.96353,                0.96667,                0.95637,                0.94516,                0.68467,                0.32195,                0.03162,                0.34911,                 1.0124,              0.0004655,              0.0004655,              0.0004655
                     96,                0.75231,                0.12938,                 0.0971,                0.44711,                 1.0498,                0.98912,                0.99167,                0.99292,                0.83254,                0.96419,                0.96667,                0.95581,                0.94216,                0.70102,                0.33628,                0.04146,                0.35269,                 1.0179,               0.000449,               0.000449,               0.000449
                     97,                0.73042,                0.13835,                0.12473,                0.44442,                 1.0532,                0.98917,                0.99167,                0.99333,                0.83872,                0.96424,                0.96667,                0.96337,                0.94288,                0.71196,                0.36552,                0.03388,                0.34339,                 1.0221,              0.0004325,              0.0004325,              0.0004325
                     98,                0.72733,                0.11557,                0.10402,                0.43801,                 1.0531,                0.98863,                0.99167,                0.99342,                0.83237,                0.95532,                0.95833,                0.95531,                0.94192,                0.72752,                0.36374,                0.02184,                0.34584,                 1.0256,               0.000416,               0.000416,               0.000416
                     99,                0.74096,                0.13693,                0.10359,                  0.437,                 1.0568,                  0.989,                0.99167,                0.99333,                0.83855,                0.95575,                0.95833,                 0.9542,                0.94028,                0.70775,                0.35055,                0.01883,                 0.3464,                  1.024,              0.0003995,              0.0003995,              0.0003995
                    100,                0.73662,                0.14076,                0.12122,                0.44366,                 1.0652,                 0.9891,                0.99167,                0.99333,                 0.8445,                0.96417,                0.96667,                 0.9568,                0.94282,                0.69979,                0.33547,                0.02776,                0.36374,                 1.0258,               0.000383,               0.000383,               0.000383
                    101,                0.73154,                0.13734,                 0.1293,                0.43666,                 1.0438,                0.98978,                0.99167,                0.99375,                0.85067,                0.96483,                0.96667,                0.96124,                0.94672,                 0.6849,                0.36405,                0.03097,                0.35952,                 1.0148,              0.0003665,              0.0003665,              0.0003665
                    102,                0.73722,                0.11317,                0.11133,                0.43981,                  1.053,                0.98961,                0.99167,                0.99408,                0.84994,                 0.9479,                   0.95,                0.95791,                0.94738,                0.68153,                0.40174,                0.02333,                0.34482,                 1.0058,                0.00035,                0.00035,                0.00035
                    103,                0.71584,                0.13482,                0.12249,                0.43368,                 1.0566,                0.99159,                0.99167,                0.99408,                 0.8531,                0.94975,                   0.95,                0.95716,                0.94732,                0.67684,                0.40769,                0.01942,                0.33858,                 1.0049,              0.0003335,              0.0003335,              0.0003335
                    104,                0.73374,                0.12654,                0.11644,                0.42997,                 1.0544,                0.99166,                0.99122,                0.99408,                0.85184,                0.96665,                0.96628,                0.96269,                0.94816,                0.68653,                0.38685,                0.01788,                0.32841,                 1.0047,               0.000317,               0.000317,               0.000317
                    105,                0.70713,                0.12552,                0.10967,                0.42919,                  1.061,                0.99132,                0.99167,                0.99425,                0.84972,                0.96622,                0.96667,                0.96317,                0.95236,                0.69811,                0.36176,                0.01892,                0.32129,                 1.0078,              0.0003005,              0.0003005,              0.0003005
                    106,                 0.6881,                 0.1296,                0.10934,                0.41246,                 1.0279,                0.99166,                0.99116,                0.99433,                0.84914,                0.96665,                0.96621,                0.96308,                0.95025,                0.68585,                 0.3542,                 0.0246,                0.32636,                 1.0048,               0.000284,               0.000284,               0.000284
                    107,                 0.7132,                0.10608,                0.10744,                0.43041,                 1.0503,                0.99165,                0.99018,                0.99433,                0.84483,                0.96662,                0.96522,                0.96275,                0.94648,                0.67781,                0.35633,                0.02792,                0.32223,                  1.003,              0.0002675,              0.0002675,              0.0002675
                    108,                0.71425,                0.15336,                0.11799,                0.42307,                 1.0423,                0.99165,                0.98925,                 0.9945,                0.84897,                0.96659,                0.96425,                0.96381,                0.94783,                0.67634,                0.35778,                0.02781,                0.31879,                0.99639,               0.000251,               0.000251,               0.000251
                    109,                0.71281,                0.11129,                0.10994,                0.42506,                 1.0548,                0.98998,                0.98333,                 0.9945,                0.84613,                0.96481,                0.95833,                0.96449,                0.94684,                0.69083,                0.37007,                0.02165,                 0.3228,                0.99907,              0.0002345,              0.0002345,              0.0002345
                    110,                0.72351,                0.11786,                0.11197,                0.41929,                  1.046,                0.99166,                0.99073,                 0.9945,                0.84874,                0.96664,                0.96579,                0.96462,                0.94893,                0.69343,                0.37355,                0.01884,                0.31615,                 1.0034,               0.000218,               0.000218,               0.000218
                    111,                0.58429,                0.14731,                0.08763,                0.32134,                 1.0177,                0.99025,                      1,                0.99417,                0.84011,                0.95827,                0.95673,                0.95433,                0.94486,                0.68264,                0.36835,                0.02134,                0.31205,                 1.0056,              0.0002015,              0.0002015,              0.0002015
                    112,                0.59091,                  0.124,                0.08318,                0.31592,                 1.0015,                0.99037,                      1,                0.99384,                0.83347,                0.94911,                0.95833,                0.94813,                0.93903,                0.69317,                0.36105,                0.02725,                0.32485,                 1.0179,               0.000185,               0.000185,               0.000185
                    113,                0.59431,                0.12618,                0.08322,                0.31642,                 1.0026,                0.99102,                      1,                0.99393,                0.82481,                0.96484,                0.96667,                0.95448,                0.93945,                0.68789,                0.35904,                0.02317,                0.32104,                 1.0146,              0.0001685,              0.0001685,              0.0001685
                    114,                0.57375,                0.14315,                0.08375,                0.30444,                0.97621,                0.99173,                0.99969,                0.99417,                0.83173,                 0.9648,                0.96667,                0.95398,                0.94122,                0.67523,                0.35539,                0.01781,                0.31302,                  1.009,               0.000152,               0.000152,               0.000152
                    115,                0.57346,                0.11863,                0.07241,                0.30154,                 1.0006,                0.99174,                0.99996,                0.99417,                0.83651,                0.96476,                0.96667,                0.95349,                0.93995,                0.67137,                0.36053,                0.01741,                0.31008,                  1.004,              0.0001355,              0.0001355,              0.0001355
                    116,                0.56726,                0.10959,                0.05769,                0.30059,                0.97538,                0.99121,                      1,                0.99426,                0.83855,                0.96454,                0.96667,                0.95372,                0.93931,                0.67854,                0.35903,                0.01934,                0.30621,                 1.0044,               0.000119,               0.000119,               0.000119
                    117,                0.57189,                0.10428,                0.05502,                 0.2972,                 1.0057,                0.99095,                0.99167,                0.99425,                0.84393,                0.95764,                0.95833,                0.94924,                0.93969,                0.67882,                0.35193,                0.01735,                0.30156,                 1.0057,              0.0001025,              0.0001025,              0.0001025
                    118,                0.56313,                0.09297,                0.05445,                0.29574,                0.98623,                0.99108,                0.99167,                0.99417,                 0.8466,                0.95775,                0.95833,                0.94775,                0.93922,                 0.6817,                0.34122,                0.01687,                0.30131,                 1.0103,                8.6e-05,                8.6e-05,                8.6e-05
                    119,                0.57266,                 0.0978,                0.04691,                0.29753,                 1.0112,                0.99111,                0.99167,                0.99417,                0.84469,                0.95778,                0.95833,                 0.9481,                0.93921,                0.67773,                0.34483,                0.01609,                0.30255,                 1.0076,               6.95e-05,               6.95e-05,               6.95e-05
                    120,                0.55916,                 0.1152,                0.05681,                0.29145,                0.97814,                0.99109,                0.99167,                0.99417,                0.84169,                0.96609,                0.96667,                0.95542,                0.94136,                0.67588,                0.34373,                0.01557,                0.30195,                 1.0053,                5.3e-05,                5.3e-05,                5.3e-05
